Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
7500,0,0.1103,36,credit_card,11.41%,AL,MORTGAGE,3750,685-689,15,5148,7,6 years,685
4825,4825,0.1016,36,debt_consolidation,14.89%,UT,RENT,2400,705-709,14,6109,1,1 year,705
7550,7550,0.1689,36,other,21.94%,AL,RENT,2880,670-674,2,1989,1,8 years,670
8000,7827.03,0.1435,36,other,20.35%,NY,RENT,4000,675-679,7,2082,0,4 years,675
6000,6000,0.1409,36,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11,10373,0,4 years,670
8000,8000,0.1557,60,major_purchase,2.38%,IL,RENT,5291.67,700-704,4,1252,6,5 years,700
3000,3000,0.1459,36,debt_consolidation,24.20%,IL,MORTGAGE,5000,665-669,6,5527,1,5 years,665
8000,7997.79,0.1629,36,debt_consolidation,15.76%,NY,RENT,3750,665-669,8,7374,1,6 years,665
8400,8400,0.0599,36,credit_card,8.70%,TX,OWN,3000,750-754,6,6215,0,2 years,750
35000,35000,0.1465,36,medical,12.20%,MA,MORTGAGE,14166.67,720-724,7,103354,0,8 years,720
15000,15000,0.079,36,credit_card,21.54%,NY,OWN,5000,730-734,8,21555,0,2 years,730
7500,7475,0.1099,36,home_improvement,7.51%,TX,MORTGAGE,7083.33,800-804,9,2245,7,8 years,800
24000,23665.54,0.0962,60,debt_consolidation,17.41%,DC,RENT,7695.08,805-809,6,1502,0,9 years,805
21000,20975,0.205,60,debt_consolidation,18.42%,NY,MORTGAGE,8083.33,680-684,11,31080,2,5 years,680
6000,6000,0.0762,36,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8,6239,0,2 years,730
4500,4500,0.0691,36,major_purchase,0.58%,MD,MORTGAGE,65000,725-729,7,3015,4,7 years,725
29000,29000,0.1777,36,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11,23319,0,2 years,695
20000,20000,0.1531,36,debt_consolidation,27.35%,CA,RENT,5250,690-694,11,11343,1,6 years,690
7000,7000,0.1016,36,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11,13638,0,7 years,695
5000,4950,0.1036,36,other,0.51%,NJ,RENT,2916.67,715-719,2,165,2,3 years,715
6000,6000,0.1727,36,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,665-669,6,6652,2,5 years,665
10000,10000,0.1527,36,wedding,4.02%,IL,RENT,4480,670-674,9,7614,2,1 year,670
3200,3200,0.1749,36,other,1.37%,AR,RENT,2917,665-669,4,1427,1,< 1 year,665
23000,23000,0.1777,36,debt_consolidation,25.84%,MD,MORTGAGE,6625,685-689,17,19870,1,3 years,685
5000,1750.04,0.1154,36,other,10.36%,NY,RENT,3416.67,670-674,17,15301,7,1 year,670
3000,3000,0.1269,36,debt_consolidation,3.12%,CA,RENT,2083.33,715-719,3,844,0,3 years,715
12000,11975,0.1074,60,debt_consolidation,17.63%,VA,RENT,3500,715-719,11,18808,0,5 years,715
20000,19975,0.1399,60,debt_consolidation,31.20%,NY,RENT,4166.67,720-724,9,8810,0,6 years,720
1200,1200,0.158,36,debt_consolidation,27.14%,MI,RENT,2166.67,665-669,9,9076,1,3 years,665
8000,8000,0.0662,36,credit_card,4.90%,FL,MORTGAGE,3000,780-784,5,6084,1,n/a,780
10000,9975,0.1649,60,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10,41329,0,10+ years,705
11000,11000,0.1306,36,other,22.42%,NC,MORTGAGE,7916.67,690-694,9,34314,1,< 1 year,690
18000,18000,0.1629,36,credit_card,17.62%,CA,MORTGAGE,5250,670-674,11,9379,1,5 years,670
24000,23975,0.1749,60,small_business,8.96%,OR,RENT,5000,705-709,4,323,1,10+ years,705
8000,7925,0.1875,60,other,9.92%,WA,MORTGAGE,5002.33,675-679,7,8421,1,10+ years,675
6000,6000,0.1171,36,other,21.45%,MI,RENT,3100,685-689,18,10426,0,2 years,685
35000,34950,0.1727,36,debt_consolidation,22.74%,CA,RENT,6750,675-679,15,24626,1,10+ years,675
1000,750,0.1036,36,renewable_energy,0%,GA,MORTGAGE,1800,730-734,2,0,1,< 1 year,730
10000,10000,0.1531,36,credit_card,27.71%,CA,RENT,3750,680-684,19,19385,1,3 years,680
6000,6000,0.158,36,medical,7.94%,NY,RENT,5000,670-674,7,14784,1,10+ years,670
4000,4000,0.0603,36,car,13.03%,CA,RENT,2916.67,750-754,7,2860,0,5 years,750
20000,20000,0.1171,60,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10,20836,0,10+ years,745
3500,690.34,0.1412,36,medical,10.19%,IA,OTHER,3750,655-659,8,9771,4,10+ years,655
24000,24000,0.1999,60,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8,8224,1,5 years,690
8000,8000,0.1409,36,debt_consolidation,14.31%,CA,RENT,3500,690-694,7,5074,2,4 years,690
12000,12000,0.0662,36,credit_card,13.88%,MA,MORTGAGE,7125,775-779,15,20639,1,5 years,775
17600,17600,0.089,36,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8,235,1,8 years,750
5000,512.46,0.1292,36,debt_consolidation,16.29%,CA,RENT,3333,665-669,11,14244,2,2 years,665
8000,8000,0.1867,60,educational,5.56%,CA,RENT,2500,660-664,5,5770,2,6 years,660
10000,9850,0.0988,36,debt_consolidation,17.04%,KY,MORTGAGE,4500,730-734,8,6948,2,4 years,730
16800,16800,0.0662,36,debt_consolidation,3.87%,SC,OWN,16083.33,800-804,5,13470,1,8 years,800
6500,6450,0.1038,60,home_improvement,6.86%,KY,MORTGAGE,2738.67,755-759,10,2345,1,8 years,755
35000,35000,0.079,36,home_improvement,20.70%,TX,MORTGAGE,12083.33,790-794,10,28864,0,10+ years,790
9950,9950,0.1433,36,debt_consolidation,4.19%,NJ,MORTGAGE,4800,685-689,9,5038,1,5 years,685
5000,5000,0.0991,36,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3,0,1,n/a,750
10000,10000,0.1905,60,debt_consolidation,28.39%,FL,RENT,3726.67,695-699,23,10067,2,5 years,695
6000,6000,0.1311,36,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,685-689,6,5523,1,1 year,685
35000,35000,0.079,36,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,770-774,15,35242,0,10+ years,770
5600,5600,0.079,36,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8,3373,0,5 years,705
17000,17000,0.079,36,small_business,6.43%,NJ,RENT,6250,795-799,4,1352,3,6 years,795
15000,15000,0.1299,60,debt_consolidation,17.45%,NY,RENT,5666.67,715-719,13,10855,0,3 years,715
3000,3000,0.1114,36,small_business,1.70%,NY,MORTGAGE,7750,685-689,7,874,0,10+ years,685
12000,12000,0.1777,36,credit_card,9.86%,MA,RENT,3083.33,665-669,10,4390,0,4 years,665
25000,25000,0.1427,36,debt_consolidation,14.59%,MA,MORTGAGE,9000,705-709,11,22364,3,7 years,705
31075,31050,0.2049,36,credit_card,26.18%,MA,OWN,6000,660-664,20,27221,2,10+ years,660
4750,4750,0.1433,60,debt_consolidation,23.48%,SC,RENT,1500,740-744,11,1687,3,< 1 year,740
6400,6375,0.1171,36,credit_card,14.88%,VA,RENT,4166.67,680-684,7,15055,0,1 year,680
25000,25000,0.0991,36,debt_consolidation,15.38%,FL,RENT,5500,730-734,9,11395,0,3 years,730
5000,4975,0.0603,36,major_purchase,6.43%,PA,MORTGAGE,12083.33,785-789,10,792,0,5 years,785
12000,12000,0.1199,60,home_improvement,4.30%,GA,MORTGAGE,3583.33,755-759,5,3942,2,2 years,755
20000,20000,0.1972,36,debt_consolidation,13.74%,VA,MORTGAGE,7965,665-669,18,18809,1,7 years,665
10000,10000,0.1596,36,debt_consolidation,13.09%,CA,RENT,4416.67,665-669,9,23870,1,10+ years,665
9750,9750,0.2049,36,other,10.55%,WA,RENT,3033.33,660-664,13,8688,1,4 years,660
10000,10000,0.1409,36,debt_consolidation,15.02%,RI,MORTGAGE,6000,685-689,13,8178,0,8 years,685
3000,2057.84,0.1046,36,small_business,4.34%,IL,OWN,4350,680-684,3,8414,4,10+ years,680
25000,25000,0.1972,60,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,700-704,6,92,0,10+ years,700
5000,5000,0.1422,36,other,18.73%,CA,MORTGAGE,8583,670-674,9,8097,1,1 year,670
6500,6500,0.0579,36,credit_card,22.84%,TX,MORTGAGE,6400,730-734,11,7435,0,8 years,730
8325,8325,0.1531,36,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13,7171,0,4 years,670
20000,20000,0.1531,60,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15,22246,0,10+ years,710
12000,12000,0.1212,36,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9,10054,1,4 years,710
9500,9475,0.1038,60,small_business,13.64%,NM,MORTGAGE,5000,755-759,10,46358,0,10+ years,755
12000,11862.38,0.0579,60,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,780-784,12,14464,1,10+ years,780
7200,7200,0.1149,60,debt_consolidation,16.78%,CA,RENT,2944,715-719,11,5459,0,6 years,715
8500,8500,0.1016,36,credit_card,11.23%,NV,MORTGAGE,6091.83,710-714,18,10568,0,3 years,710
17475,17475,0.1905,60,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,685-689,13,15852,3,10+ years,685
10000,10000,0.1212,36,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9,6634,0,4 years,690
18000,17975,0.2247,60,house,1.92%,FL,RENT,4583.33,660-664,6,4243,3,7 years,660
4800,4775,0.0542,36,medical,20.17%,NH,MORTGAGE,7466.83,785-789,19,13461,2,4 years,785
5000,5000,0.079,36,wedding,16.44%,NC,MORTGAGE,2298.75,720-724,10,12346,0,10+ years,720
20000,19925,0.1212,36,credit_card,10.32%,TX,RENT,3750,720-724,6,15762,0,2 years,720
12300,12300,0.1531,36,debt_consolidation,19.26%,OH,MORTGAGE,5000,710-714,13,4460,2,10+ years,710
28000,27950,0.2278,60,debt_consolidation,10.29%,LA,MORTGAGE,6125,675-679,11,18101,2,5 years,675
1675,1675,0.1111,36,debt_consolidation,4.81%,CA,RENT,2080,690-694,4,1466,0,3 years,690
7500,7500,0.1704,36,car,4.92%,CA,RENT,4000,685-689,3,8398,0,7 years,685
9200,9200,0.1261,36,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12,17391,0,2 years,675
8000,8000,0.158,36,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13,4084,3,2 years,675
5000,5000,0.1099,36,moving,23.25%,NJ,RENT,2000,690-694,8,8339,0,< 1 year,690
19125,19125,0.1825,60,other,15.69%,CA,OWN,3333.33,690-694,8,7858,0,5 years,690
5075,5050,0.0599,36,debt_consolidation,20.10%,PA,MORTGAGE,5000,790-794,9,269,3,3 years,790
7000,6975,0.0962,36,debt_consolidation,22.69%,IL,MORTGAGE,3275,710-714,8,14075,1,9 years,710
5000,5000,0.1212,36,debt_consolidation,16.97%,WA,MORTGAGE,6800,675-679,16,25524,0,10+ years,675
35000,33500,0.1349,60,small_business,10.63%,AZ,MORTGAGE,15583.33,760-764,10,9,1,6 years,760
2225,2225,0.1465,36,credit_card,24.09%,WV,MORTGAGE,3250,670-674,9,26854,1,n/a,670
4000,4000,0.1016,36,major_purchase,4.58%,IL,RENT,3168,715-719,5,6916,2,< 1 year,715
16000,16000,0.079,36,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11,3076,0,5 years,740
15500,15500,0.1777,36,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10,8692,0,4 years,675
16000,16000,0.1311,60,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9,22918,2,10+ years,695
9000,9000,0.1306,60,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8,7556,2,4 years,710
20000,18275,0.1649,60,wedding,24.58%,TX,MORTGAGE,6000,710-714,14,12231,3,3 years,710
20000,19900,0.1817,60,credit_card,9.72%,CA,MORTGAGE,10000,685-689,8,106527,0,10+ years,685
30000,30000,0.2278,60,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12,39144,0,1 year,690
10000,10000,0.1059,36,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3,10187,0,10+ years,735
14000,14000,0.1905,36,credit_card,31.02%,IL,MORTGAGE,5000,660-664,15,12728,3,7 years,660
5000,4525,0.0743,36,other,1%,NY,NONE,,800-804,,,,< 1 year,800
18000,18000,0.1531,60,other,22.93%,FL,RENT,5734.08,710-714,13,2819,0,4 years,710
10000,10000,0.0662,36,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8,28302,0,10+ years,740
25975,25975,0.1311,60,house,15.51%,WA,MORTGAGE,4583.33,735-739,6,3607,0,9 years,735
10350,10350,0.1409,36,car,20.46%,NY,RENT,3333.33,690-694,10,10841,1,1 year,690
10850,10850,0.1777,36,debt_consolidation,33.90%,PA,OWN,2708.33,660-664,7,9577,0,8 years,660
4075,4075,0.0542,36,home_improvement,23.41%,NC,MORTGAGE,3750,770-774,6,34103,1,6 years,770
14500,10168.89,0.1075,60,credit_card,14.26%,CA,MORTGAGE,3584.62,755-759,6,18555,0,10+ years,755
12000,12000,0.1016,36,debt_consolidation,27.48%,VA,MORTGAGE,5000,710-714,12,10490,0,7 years,710
1000,1000,0.2295,36,other,19.78%,NY,RENT,884.9,665-669,4,5561,0,n/a,665
5900,5900,0.1311,36,debt_consolidation,14.19%,FL,MORTGAGE,3010,700-704,8,5921,0,10+ years,700
9950,9925,0.1311,36,debt_consolidation,24.21%,MI,MORTGAGE,2500,705-709,17,16618,1,10+ years,705
7200,7200,0.0603,36,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,790-794,14,4838,0,10+ years,790
14750,14750,0.1677,60,debt_consolidation,17.32%,NM,MORTGAGE,2500,685-689,8,11003,1,8 years,685
5000,4975,0.167,36,other,2.67%,FL,RENT,3000,690-694,4,2474,8,1 year,690
20000,20000,0.1491,36,debt_consolidation,19.43%,VA,MORTGAGE,6250,715-719,12,14308,1,5 years,715
18400,18375,0.1942,60,debt_consolidation,22.53%,VA,MORTGAGE,7400,705-709,14,10439,2,10+ years,705
7200,4167.97,0.1411,36,other,13.62%,PA,OWN,3583,700-704,3,1621,1,1 year,700
18000,17994.17,0.1399,60,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,725-729,9,1721,3,3 years,725
8000,8000,0.1212,36,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10,5428,0,10+ years,690
4000,4000,0.089,36,small_business,13.16%,CA,MORTGAGE,5166.67,720-724,9,7171,2,3 years,720
6000,6000,0.1311,36,debt_consolidation,18.10%,NY,RENT,3750,690-694,18,14468,3,7 years,690
6250,6100,0.1025,36,debt_consolidation,18.04%,FL,MORTGAGE,2400,720-724,5,14863,0,10+ years,720
5375,5375,0.1409,36,car,15.05%,TX,MORTGAGE,5416.67,685-689,13,4087,2,1 year,685
8875,8875,0.1531,36,debt_consolidation,14.90%,SC,RENT,2302,665-669,8,10008,0,n/a,665
7000,7000,0.1065,36,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7,12168,0,< 1 year,700
12000,12000,0.1531,36,debt_consolidation,21.83%,VA,RENT,6416.67,680-684,20,11583,2,2 years,680
21250,21250,0.1875,36,credit_card,26.53%,LA,OWN,4500,670-674,15,25287,2,10+ years,670
3600,3600,0.1972,60,car,22.22%,KS,MORTGAGE,3200,680-684,13,11702,0,< 1 year,680
12000,12000,0.1433,36,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11,10727,0,10+ years,670
10050,10050,0.1433,36,credit_card,16.48%,CA,RENT,2500,690-694,7,13337,2,< 1 year,690
4025,4025,0.089,36,credit_card,15.32%,CA,MORTGAGE,5000,700-704,12,15943,0,8 years,700
5000,5000,0.0662,36,debt_consolidation,1.20%,GA,RENT,5000,780-784,8,531,1,2 years,780
16500,16400,0.1171,60,small_business,12.07%,OH,MORTGAGE,2750,775-779,11,2316,1,4 years,775
10000,10000,0.0729,36,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12,3181,0,8 years,735
7500,-0.01,0.1229,36,educational,21.34%,CA,MORTGAGE,8750,685-689,14,20947,7,5 years,685
10000,10000,0.0603,36,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,755-759,8,5904,0,10+ years,755
10000,10000,0.089,36,credit_card,22.66%,MN,RENT,2083.33,715-719,8,12724,0,9 years,715
18000,18000,0.079,36,credit_card,18.36%,GA,RENT,5833.33,730-734,16,12522,0,< 1 year,730
7000,7000,0.1629,36,credit_card,24.93%,TX,MORTGAGE,3833.33,680-684,20,18792,3,3 years,680
22000,21975,0.2247,60,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14,31152,2,10+ years,670
6000,6000,0.1311,36,debt_consolidation,12.40%,WA,RENT,1000,685-689,18,3622,2,1 year,685
5600,5600,0.0662,36,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8,8125,1,2 years,750
9500,9500,0.1212,36,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,705-709,7,8673,1,10+ years,705
12000,12000,0.1311,36,debt_consolidation,17.51%,SC,MORTGAGE,9666.67,680-684,12,17226,0,5 years,680
7200,7200,0.1037,36,debt_consolidation,8.92%,FL,MORTGAGE,4416.67,675-679,10,4137,0,2 years,675
5000,5000,0.158,36,debt_consolidation,25.53%,NC,RENT,6612,665-669,6,14283,0,10+ years,665
8250,8086.75,0.1596,60,home_improvement,15.60%,NY,MORTGAGE,2917,695-699,13,4479,1,2 years,695
30000,30000,0.2247,60,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,690-694,9,4202,3,n/a,690
10075,10075,0.1581,60,debt_consolidation,23.80%,DE,MORTGAGE,6583.33,700-704,15,13259,1,1 year,700
9050,9050,0.1311,36,credit_card,20.58%,MI,MORTGAGE,5166.67,700-704,9,7571,1,7 years,700
17500,17500,0.1016,36,credit_card,23.64%,CA,MORTGAGE,3333.33,700-704,10,21483,0,8 years,700
10000,5334.01,0.0691,36,car,8.83%,TX,RENT,4166.67,730-734,5,6381,0,1 year,730
10000,10000,0.089,36,other,20.10%,MO,RENT,2870.42,715-719,11,18802,0,3 years,715
8500,8500,0.158,36,debt_consolidation,17.40%,MI,RENT,2500,690-694,6,6491,1,1 year,690
16000,15975,0.1465,36,debt_consolidation,20.15%,NC,RENT,3666.67,675-679,15,6875,0,4 years,675
2350,2350,0.1409,36,credit_card,11.18%,WA,MORTGAGE,1833.33,725-729,3,7463,1,n/a,725
10000,9924.07,0.0729,36,medical,4.70%,NY,RENT,6083.33,730-734,10,7337,1,3 years,730
25000,24975,0.158,60,debt_consolidation,21.18%,MA,MORTGAGE,5458.33,735-739,26,27327,1,6 years,735
8000,8000,0.1433,36,credit_card,27.34%,CA,RENT,3500,685-689,19,16395,2,7 years,685
6000,6000,0.1311,36,credit_card,16.75%,OH,MORTGAGE,4166.67,670-674,9,4500,0,< 1 year,670
4000,4000,0.1311,36,credit_card,11.80%,NY,RENT,5416.67,685-689,12,6616,1,1 year,685
11500,11500,0.1114,36,credit_card,18%,WA,RENT,2916.67,715-719,14,13851,1,5 years,715
12000,12000,0.0991,36,wedding,4.10%,WA,RENT,12500,705-709,9,22889,0,9 years,705
15250,13914.17,0.1649,60,debt_consolidation,20.57%,FL,RENT,2916.67,690-694,10,17931,0,< 1 year,690
5000,5000,0.1268,36,debt_consolidation,9.20%,FL,RENT,3500,695-699,6,3555,0,1 year,695
6000,6000,0.079,36,wedding,20.75%,IL,RENT,3750,715-719,12,4318,0,10+ years,715
18225,18225,0.1629,60,credit_card,22.61%,PA,RENT,3166.67,710-714,7,12233,2,4 years,710
15000,15000,0.1038,36,debt_consolidation,16.87%,IL,MORTGAGE,6312,735-739,17,14339,2,2 years,735
4000,3882.78,0.0579,36,moving,23.94%,OH,RENT,4666.67,760-764,7,2889,2,9 years,760
27000,27000,0.1212,60,debt_consolidation,17.82%,TX,MORTGAGE,7083.33,715-719,13,25137,0,8 years,715
15000,14925,0.1385,36,other,5.10%,NY,RENT,3000,705-709,4,5936,1,3 years,705
4950,4950,0.1016,36,other,16.75%,CA,RENT,1403.33,725-729,4,2738,1,2 years,725
21000,20925,0.1,36,credit_card,14.08%,CA,RENT,6250,730-734,8,21102,0,2 years,730
9000,9000,0.1531,36,credit_card,15.88%,NY,RENT,5000,675-679,7,4532,1,10+ years,675
21000,21000,0.1875,60,debt_consolidation,31.71%,NM,MORTGAGE,9583.33,695-699,19,30589,1,10+ years,695
8000,8000,0.1905,36,debt_consolidation,2.83%,NY,RENT,3333.33,660-664,4,2832,0,n/a,660
23000,21457.14,0.0691,60,debt_consolidation,12.39%,NH,MORTGAGE,4583.33,760-764,6,17695,2,4 years,760
10000,10000,0.1465,36,debt_consolidation,16.68%,OH,MORTGAGE,8333.33,680-684,18,39461,2,4 years,680
5000,4947.35,0.0999,60,credit_card,10.80%,CA,RENT,6400,730-734,8,5783,0,< 1 year,730
5350,5350,0.1016,36,home_improvement,16.45%,NJ,MORTGAGE,11250,730-734,11,19184,3,8 years,730
10000,10000,0.1242,36,credit_card,9.77%,CA,RENT,3500,705-709,9,10912,1,2 years,705
24000,23975,0.1016,36,debt_consolidation,15.53%,OH,MORTGAGE,5416.67,720-724,11,17882,0,10+ years,720
24000,24000,0.079,36,debt_consolidation,13.55%,GA,MORTGAGE,7233.33,705-709,6,26039,0,< 1 year,705
15475,15450,0.1409,36,debt_consolidation,26.98%,SC,MORTGAGE,3750,685-689,14,19670,0,10+ years,685
25000,25000,0.21,36,debt_consolidation,9.52%,NY,RENT,8333.33,670-674,11,8575,1,10+ years,670
13000,12975,0.0991,36,credit_card,15.60%,CA,RENT,2333.33,730-734,12,4487,3,5 years,730
7550,7550,0.0762,36,wedding,14.61%,AZ,MORTGAGE,2512,730-734,7,2814,0,5 years,730
9600,9600,0.1531,36,credit_card,33.24%,AR,RENT,3166.67,685-689,8,14774,3,2 years,685
15000,14950,0.1521,60,debt_consolidation,14.65%,CA,RENT,5416.67,700-704,11,9171,2,10+ years,700
7000,6975,0.1411,36,debt_consolidation,21.67%,NJ,RENT,4166.67,675-679,7,60550,3,10+ years,675
1000,1000,0.1531,36,debt_consolidation,29.45%,TX,MORTGAGE,2166.67,665-669,9,1748,0,6 years,665
25000,24798.43,0.1287,36,debt_consolidation,18.81%,MA,RENT,6666.67,720-724,13,31890,1,1 year,720
24000,24000,0.1433,36,credit_card,25.49%,GA,MORTGAGE,11208.33,725-729,23,19428,2,10+ years,725
21000,21000,0.1849,60,debt_consolidation,21.73%,CO,RENT,16416.67,700-704,21,62549,1,1 year,700
1000,1000,0.1311,36,debt_consolidation,30.71%,AZ,RENT,1833.33,670-674,7,6283,0,3 years,670
16000,16000,0.0963,60,other,16.58%,SC,OWN,5000,780-784,6,2300,0,10+ years,780
24400,24400,0.1727,60,small_business,15.98%,CA,RENT,6000,725-729,7,13879,1,3 years,725
14675,14675,0.079,36,debt_consolidation,17.40%,NY,MORTGAGE,3166.67,720-724,7,22549,0,10+ years,720
12000,12000,0.1905,36,credit_card,19.61%,KS,MORTGAGE,4583.33,660-664,8,8970,0,10+ years,660
8000,8000,0.1311,36,credit_card,21.35%,TX,OWN,3541.67,700-704,13,6885,2,n/a,700
12000,12000,0.1311,36,credit_card,8.05%,FL,MORTGAGE,3416.67,685-689,6,7708,0,4 years,685
16800,10075,0.1099,60,debt_consolidation,13.42%,MN,MORTGAGE,5416.67,730-734,10,7258,3,3 years,730
14500,14500,0.1433,36,debt_consolidation,17.97%,CA,RENT,3500,680-684,7,10846,0,6 years,680
25000,3925,0.1663,36,debt_consolidation,18.46%,NJ,RENT,8000,680-684,11,39502,0,10+ years,680
28625,28625,0.1311,60,debt_consolidation,21.31%,TX,MORTGAGE,4833.33,740-744,9,35863,0,5 years,740
21000,21000,0.2295,60,home_improvement,6.52%,NJ,MORTGAGE,20833.33,670-674,5,1240,3,10+ years,670
7500,7500,0.0976,60,other,14.96%,IL,MORTGAGE,7083.33,780-784,11,16449,1,10+ years,780
11875,11775,0.1038,36,debt_consolidation,22.52%,OR,MORTGAGE,6000,730-734,11,28210,2,10+ years,730
3600,3600,0.1367,36,other,16.41%,CA,MORTGAGE,5113,690-694,10,715,1,n/a,690
16000,16000,0.1531,36,debt_consolidation,20.10%,TX,RENT,5924.5,695-699,11,9365,1,10+ years,695
20500,20500,0.2328,60,debt_consolidation,24.85%,CA,RENT,4333.33,660-664,13,4699,0,5 years,660
10000,10000,0.1825,36,credit_card,24.14%,CA,RENT,6250,665-669,9,22828,0,1 year,665
15000,15000,0.1749,60,debt_consolidation,11.22%,CT,RENT,3333.33,695-699,4,6147,2,n/a,695
10000,10000,0.1199,36,other,21.89%,CA,MORTGAGE,3417,680-684,13,18069,0,4 years,680
11000,11000,0.1171,36,debt_consolidation,7.80%,TX,OWN,3820.27,685-689,7,6844,0,2 years,685
25000,25000,0.1905,60,credit_card,28.46%,VA,RENT,5833.33,690-694,20,33127,0,1 year,690
15000,15000,0.1016,36,debt_consolidation,26.75%,IL,MORTGAGE,7666.67,675-679,16,71879,1,5 years,675
5600,5600,0.1409,36,debt_consolidation,26.35%,SC,RENT,3833.33,665-669,19,16163,0,5 years,665
20000,20000,0.1171,36,debt_consolidation,15.20%,CA,RENT,4583.33,720-724,15,16575,2,5 years,720
25450,25450,0.1972,60,credit_card,33.75%,FL,OWN,4750,665-669,20,14435,1,10+ years,665
7000,7000,0.1112,36,debt_consolidation,9.06%,TX,RENT,6333.33,715-719,6,349,0,10+ years,715
10400,10400,0.1212,36,credit_card,18.92%,MA,RENT,3333.33,690-694,11,11964,0,10+ years,690
25000,24975,0.1484,36,credit_card,15.88%,NY,RENT,7250,705-709,6,10770,2,10+ years,705
20000,13000,0.1197,36,other,18.96%,KS,MORTGAGE,7501,705-709,17,17212,7,1 year,705
16000,15800,0.1743,60,credit_card,13.07%,FL,MORTGAGE,4583.33,675-679,7,5729,0,10+ years,675
15000,15000,0.079,36,major_purchase,22.39%,CA,MORTGAGE,7500,725-729,10,18756,0,10+ years,725
24625,24625,0.1972,60,debt_consolidation,20.96%,NY,RENT,5166.67,675-679,14,20694,0,8 years,675
21850,21850,0.1311,36,credit_card,28.08%,MN,RENT,4166.67,690-694,12,20497,0,< 1 year,690
6000,6000,0.1531,36,debt_consolidation,15.68%,NC,MORTGAGE,7500,670-674,10,5263,1,3 years,670
6700,6636.91,0.16,36,debt_consolidation,21.53%,GA,MORTGAGE,4700,725-729,11,9007,9,2 years,725
10000,9225.43,0.1221,36,moving,10.45%,MA,RENT,7667,700-704,9,17328,0,2 years,700
5775,5775,0.1531,36,debt_consolidation,4.08%,SC,RENT,5000,670-674,8,10088,2,10+ years,670
14475,14475,0.1527,36,credit_card,23.69%,NJ,RENT,4166.67,680-684,12,13294,1,3 years,680
